BSR21002, AVBOB INFORMATION SERVICES - PRODUCTION,11-08-05
.,OMSET SYFERS PER AGENTSKAP VIR TYDPERK VAN,201107,TOT,201107
Agentskap naam,Totale omset,Begrafnisse aantal,Begrafnisse waarde,Grafstene aantal,Grafstene waarde,Kiste aantal,Kiste waarde,Kranse aantal,Kranse waarde,Vars blom aantal,Vars blom waarde,Versekering aantal,Versekering waarde,Komm ontvang aantal,Komm ontvang waarde
DEVIATION,50890,5,27433,4,12684,4,9873,19,900,2,0,-11,-9432,11447,-253
DEVIATION%,232,125,137,0,0,80,509,0,0,50,0,-61,-58,313,0
TARGET,26130,4,22729,0,0,5,2036,0,0,4,1365,0,0,0,0
DEVIATION,46686,5,24691,4,12684,4,9775,19,900,2,-1365,7,6732,0,0
DEVIATION%,179,125,109,0,0,80,480,0,0,50,-100,0,0,0,0
13,ZASTRON-290
CURRENT YEAR,61932,6,29526,2,13705,10,16803,27,898,2,1000,0,0,13483,-884
PREVIOUS YEAR,14779,3,8041,0,0,4,4233,30,1152,3,1354,1,3828,2453,3161
DEVIATION,47152,3,21485,2,13705,6,12570,-3,-254,-1,-354,-1,-3828,11030,-4045
DEVIATION%,319,100,267,0,0,150,297,-10,-22,-33,-26,-100,-100,450,-128
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,61932,6,29526,2,13705,10,16803,27,898,2,1000,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,ALIWAL NOORD-3
CURRENT YEAR,44675,4,19839,1,5953,6,18351,11,533,2,0,0,0,5077,58
PREVIOUS YEAR,59893,4,16899,5,37367,4,5145,5,482,1,0,2,5472,13370,332
DEVIATION,-15218,0,2940,-4,-31414,2,13206,6,50,1,0,-2,-5472,-8293,-274
DEVIATION%,-25,0,17,-80,-84,50,257,120,10,100,0,-100,-100,-62,-83
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,44675,4,19839,1,5953,6,18351,11,533,2,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,DESPATCH-49
CURRENT YEAR,42444,7,34194,0,0,8,6412,1,88,6,1750,11,9312,6416,0
PREVIOUS YEAR,32902,6,27909,0,0,9,3465,13,379,4,1150,2,1824,4668,0
DEVIATION,9541,1,6285,0,0,-1,2947,-12,-291,2,600,9,7488,1748,0
DEVIATION%,29,17,23,0,0,-11,85,-92,-77,50,52,450,411,37,0
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,42444,7,34194,0,0,8,6412,1,88,6,1750,11,9312,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,COLESBERG-33
CURRENT YEAR,34584,3,23308,1,4990,3,3833,12,2453,1,0,7,6816,4829,1924
PREVIOUS YEAR,8617,2,5915,0,0,2,2294,6,408,0,0,0,0,2159,-74
DEVIATION,25967,1,17393,1,4990,1,1539,6,2045,1,0,7,6816,2669,1998
DEVIATION%,301,50,294,0,0,50,67,100,501,0,0,0,0,124,-2715
TARGET,9048,2,6211,0,0,2,2409,6,428,0,0,0,0,0,0
DEVIATION,25536,1,17097,1,4990,1,1425,6,2024,1,0,7,6816,0,0
DEVIATION%,282,50,275,0,0,50,59,100,472,0,0,0,0,0,0
DEVIATION%,282,50,275,0,0,50,59,100,472,0,0,0,0,0,0
Current year,3782619,356,2221072,91,554322,356,868126,305,32631,215,106468,236,329856,630684,87080
Previous year,2996075,316,1769550,70,431536,325,679519,264,28892,181,86579,209,301711,475361,94782
Deviation,786544,40,451522,21,122786,31,188607,41,3739,34,19889,27,28145,155324,-7702
Deviation%,26,13,26,30,28,10,28,16,13,19,23,13,9,33,-8
Target,393238,43,266262,2,19819,49,93680,48,7765,13,5712,0,0,0,0
Deviation,3389381,313,1954810,89,534503,307,774446,257,24867,202,100756,236,329856,0,0
Deviation%,90,728,734,4450,2697,627,827,535,320,1554,1764,0,0,0,0
1,VEREENIGING-440
CURRENT YEAR,647810,61,472701,1,14997,83,129323,27,5824,36,24965,44,103219,97143,32591
PREVIOUS YEAR,522398,48,368856,4,26149,56,93899,27,2445,31,31050,29,67400,71761,37187
DEVIATION,125411,13,103845,-3,-11152,27,35424,0,3379,5,-6085,15,35819,25383,-4597
DEVIATION%,24,27,28,-75,-43,48,38,0,138,16,-20,52,53,35,-12
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,647810,61,472701,1,14997,83,129323,27,5824,36,24965,44,103219,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ALBERTON-2
CURRENT YEAR,536080,54,377340,2,10260,85,114803,15,2876,28,30801,27,69670,61947,27042
PREVIOUS YEAR,410875,42,272962,4,20048,64,87364,14,1397,27,29103,31,60775,63445,19679
DEVIATION,125205,12,104377,-2,-9788,21,27439,1,1479,1,1698,-4,8894,-1498,7363
DEVIATION%,30,29,38,-50,-49,33,31,7,106,4,6,-13,15,-2,37
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,536080,54,377340,2,10260,85,114803,15,2876,28,30801,27,69670,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,KEMPTON PARK-125
CURRENT YEAR,522087,57,390085,1,-2093,67,94759,38,4590,33,34745,8,25356,91190,7866
PREVIOUS YEAR,652340,65,432037,6,39752,68,127500,34,5651,37,47400,16,36373,97907,15333
DEVIATION,-130253,-8,-41951,-5,-41845,-1,-32741,4,-1060,-4,-12655,-8,-11016,-6717,-7468
DEVIATION%,-20,-12,-10,-83,-105,-1,-26,12,-19,-11,-27,-50,-30,-7,-49
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,522087,57,390085,1,-2093,67,94759,38,4590,33,34745,8,25356,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,JOHANNESBURG DIENS-544
CURRENT YEAR,502673,47,342641,3,14817,63,129623,35,9462,29,6130,14,28102,96805,20062
PREVIOUS YEAR,469357,51,323497,5,23421,64,112932,18,5277,31,4230,15,31725,96331,21301
DEVIATION,33316,-4,19143,-2,-8604,-1,16691,17,4185,-2,1900,-1,-3623,474,-1239
DEVIATION%,7,-8,6,-40,-37,-2,15,94,79,-6,45,-7,-11,0,-6
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,502673,47,342641,3,14817,63,129623,35,9462,29,6130,14,28102,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,VANDERBIJLPARK-251
CURRENT YEAR,468957,50,332245,5,43762,62,72548,37,5982,28,14420,27,44113,51203,18449
PREVIOUS YEAR,377713,43,304619,2,2935,52,54965,42,5184,23,10010,22,37076,47248,15763
DEVIATION,91244,7,27625,3,40828,10,17583,-5,798,5,4410,5,7037,3955,2687
DEVIATION%,24,16,9,150,1391,19,32,-12,15,22,44,23,19,8,17
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,468957,50,332245,5,43762,62,72548,37,5982,28,14420,27,44113,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,KRUGERSDORP-194
CURRENT YEAR,458822,42,319467,3,20800,51,86441,31,4583,31,27530,1,1080,57310,-2467
PREVIOUS YEAR,187639,21,118074,5,18951,34,46039,37,3475,15,1100,23,33011,27571,15746
DEVIATION,271183,21,201394,-2,1849,17,40402,-6,1108,16,26430,-22,-31931,29739,-18212
DEVIATION%,145,100,171,-40,10,50,88,-16,32,107,2403,-96,-97,108,-116
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,458822,42,319467,3,20800,51,86441,31,4583,31,27530,1,1080,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,GERMISTON-70
CURRENT YEAR,352059,37,221469,5,25366,46,84272,28,3853,19,17100,27,55391,42501,17729
PREVIOUS YEAR,226329,23,145982,1,9885,32,56747,47,5264,9,8450,31,54475,34152,27545
DEVIATION,125731,14,75486,4,15481,14,27525,-19,-1411,10,8650,-4,917,8349,-9816
DEVIATION%,56,61,52,400,157,44,49,-40,-27,111,102,-13,2,24,-36
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,352059,37,221469,5,25366,46,84272,28,3853,19,17100,27,55391,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,CARLETONVILLE-37
CURRENT YEAR,336289,56,201258,4,17537,70,87428,78,6295,21,23771,25,50880,115661,14654
PREVIOUS YEAR,220657,42,109986,10,39592,48,56716,34,2964,14,11400,23,42657,77149,12700
DEVIATION,115631,14,91272,-6,-22055,22,30712,44,3331,7,12371,2,8223,38512,1954
DEVIATION%,52,33,83,-60,-56,46,54,129,112,50,109,9,19,50,15
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,336289,56,201258,4,17537,70,87428,78,6295,21,23771,25,50880,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,SOWETO-216
CURRENT YEAR,303103,23,200749,5,25446,21,69109,18,5649,18,2150,4,6855,43627,4583
PREVIOUS YEAR,240369,21,182188,1,7628,21,47136,15,1468,17,1950,25,38667,36473,25132
DEVIATION,62734,2,18561,4,17818,0,21973,3,4182,1,200,-21,-31812,7154,-20549
DEVIATION%,26,10,10,400,234,0,47,20,285,6,10,-84,-82,20,-82
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,303103,23,200749,5,25446,21,69109,18,5649,18,2150,4,6855,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,BOKSBURG-25
CURRENT YEAR,263321,20,188122,2,8157,35,53118,8,2124,11,11800,1,1704,25722,2056
PREVIOUS YEAR,375555,30,263266,2,9885,45,77017,13,3196,23,22190,2,9571,41975,5129
DEVIATION,-112234,-10,-75145,0,-1728,-10,-23899,-5,-1072,-12,-10390,-1,-7867,-16253,-3073
DEVIATION%,-30,-33,-29,0,-17,-22,-31,-38,-34,-52,-47,-50,-82,-39,-60
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,263321,20,188122,2,8157,35,53118,8,2124,11,11800,1,1704,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,SASOLBURG-218
CURRENT YEAR,244503,26,161106,1,9990,34,56193,6,963,17,16250,5,7218,31823,3090
PREVIOUS YEAR,262443,28,179672,2,7854,31,58890,26,1757,21,14270,3,3504,33550,1913
DEVIATION,-17941,-2,-18565,-1,2136,3,-2697,-20,-794,-4,1980,2,3714,-1726,1177
DEVIATION%,-7,-7,-10,-50,27,10,-5,-77,-45,-19,14,67,106,-5,62
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,244503,26,161106,1,9990,34,56193,6,963,17,16250,5,7218,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,BENONI-12
CURRENT YEAR,207568,15,132370,1,4743,27,60601,5,918,9,8935,7,11670,17675,2606
PREVIOUS YEAR,203339,28,163694,0,0,30,28180,7,1091,11,10374,1,1800,37367,2761
DEVIATION,4229,-13,-31324,1,4743,-3,32421,-2,-173,-2,-1439,6,9870,-19692,-154
DEVIATION%,2,-46,-19,0,0,-10,115,-29,-16,-18,-14,600,548,-53,-6
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,207568,15,132370,1,4743,27,60601,5,918,9,8935,7,11670,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,MAFIKENG-140
CURRENT YEAR,187676,12,82985,3,48585,10,49820,55,5685,9,600,24,29218,34304,5812
PREVIOUS YEAR,151354,19,88846,2,3325,17,48101,34,2282,11,8800,14,18792,22805,2589
DEVIATION,36322,-7,-5861,1,45261,-7,1719,21,3403,-2,-8200,10,10426,11499,3224
DEVIATION%,24,-37,-7,50,1361,-41,4,62,149,-18,-93,71,55,50,125
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,187676,12,82985,3,48585,10,49820,55,5685,9,600,24,29218,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,SPRINGS-206
CURRENT YEAR,177807,27,136147,0,0,28,38360,22,2640,7,660,12,22998,27611,7046
PREVIOUS YEAR,118940,13,74438,2,13835,14,23996,15,2661,8,4010,22,26332,21235,14524
DEVIATION,58867,14,61709,-2,-13835,14,14364,7,-21,-1,-3350,-10,-3333,6375,-7479
DEVIATION%,49,108,83,-100,-100,100,60,47,-1,-13,-84,-45,-13,30,-51
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,177807,27,136147,0,0,28,38360,22,2640,7,660,12,22998,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,POTCHEFSTROOM-181
CURRENT YEAR,144310,17,102299,7,16036,22,15596,39,4579,9,5800,22,24013,24174,4578
PREVIOUS YEAR,111285,14,76765,3,10812,18,15640,31,3068,9,5000,18,22462,21905,6656
DEVIATION,33025,3,25534,4,5223,4,-44,8,1511,0,800,4,1551,2269,-2079
DEVIATION%,30,21,33,133,48,22,0,26,49,0,16,22,7,10,-31
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,144310,17,102299,7,16036,22,15596,39,4579,9,5800,22,24013,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,BRAKPAN-19
CURRENT YEAR,144306,13,101129,3,11896,17,23759,3,263,7,7260,3,5313,18130,1259
PREVIOUS YEAR,88686,11,65286,0,0,15,17070,11,1080,5,5250,11,12672,9810,4176
DEVIATION,55620,2,35843,3,11896,2,6689,-8,-817,2,2010,-8,-7359,8320,-2916
DEVIATION%,63,18,55,0,0,13,39,-73,-76,40,38,-73,-58,85,-70
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,144306,13,101129,3,11896,17,23759,3,263,7,7260,3,5313,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,EDENVALE-59
CURRENT YEAR,135563,11,90344,3,9480,16,29618,1,221,9,5900,4,5586,11180,1069
PREVIOUS YEAR,125190,10,101093,0,0,16,21965,5,932,6,1200,5,13553,9155,2592
DEVIATION,10374,1,-10749,3,9480,0,7654,-4,-711,3,4700,-1,-7967,2025,-1524
DEVIATION%,8,10,-11,0,0,0,35,-80,-76,50,392,-20,-59,22,-59
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,135563,11,90344,3,9480,16,29618,1,221,9,5900,4,5586,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,NIGEL-152
CURRENT YEAR,127330,12,78892,1,8685,16,30118,12,1475,8,8160,8,13535,13508,3327
PREVIOUS YEAR,75088,8,58183,0,0,12,9478,11,1167,6,6260,3,7658,7839,2376
DEVIATION,52242,4,20709,1,8685,4,20640,1,308,2,1900,5,5876,5669,951
DEVIATION%,70,50,36,0,0,33,218,9,26,33,30,167,77,72,40
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,127330,12,78892,1,8685,16,30118,12,1475,8,8160,8,13535,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,IKWEZI (SOWETO 2)-214
CURRENT YEAR,117947,10,84846,0,0,9,30952,9,2149,9,0,23,38901,21544,0
PREVIOUS YEAR,137487,12,91912,4,29139,12,15741,7,695,10,0,3,4076,18922,0
DEVIATION,-19540,-2,-7066,-4,-29139,-3,15211,2,1454,-1,0,20,34825,2622,0
DEVIATION%,-14,-17,-8,-100,-100,-25,97,29,209,-10,0,667,854,14,0
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,117947,10,84846,0,0,9,30952,9,2149,9,0,23,38901,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,ROODEPOORT-193
CURRENT YEAR,107735,12,73106,1,4849,15,25368,7,2661,6,1750,10,28421,21436,7305
PREVIOUS YEAR,67878,7,51184,1,8053,11,7868,8,773,5,0,1,1800,11301,5556
DEVIATION,39857,5,21922,0,-3204,4,17500,-1,1889,1,1750,9,26621,10135,1749
DEVIATION%,59,71,43,0,-40,36,222,-13,244,20,0,900,1479,90,31
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,107735,12,73106,1,4849,15,25368,7,2661,6,1750,10,28421,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,RANDFONTEIN-521
CURRENT YEAR,102527,10,72538,1,1805,12,20452,15,2360,5,5372,15,30505,14854,14069
PREVIOUS YEAR,29989,4,22273,0,0,5,6061,9,654,2,1000,10,18507,1296,8348
DEVIATION,72538,6,50265,1,1805,7,14390,6,1706,3,4372,5,11998,13558,5722
DEVIATION%,242,150,226,0,0,140,237,67,261,150,437,50,65,1046,69
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,102527,10,72538,1,1805,12,20452,15,2360,5,5372,15,30505,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,PARYS-170
CURRENT YEAR,100317,12,60105,0,0,17,34491,23,2270,6,3450,8,10488,15144,3729
PREVIOUS YEAR,70105,9,54026,0,0,13,13162,20,1357,4,1560,5,7458,13674,1110
DEVIATION,30211,3,6079,0,0,4,21329,3,913,2,1890,3,3030,1470,2619
DEVIATION%,43,33,11,0,0,31,162,15,67,50,121,60,41,11,236
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,100317,12,60105,0,0,17,34491,23,2270,6,3450,8,10488,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,HEIDELBERG-82
CURRENT YEAR,86280,9,69060,0,0,12,13281,11,739,3,3200,8,7218,10700,3502
PREVIOUS YEAR,105527,8,54895,4,27739,9,14573,14,1170,7,7150,6,7266,10431,4253
DEVIATION,-19247,1,14165,-4,-27739,3,-1293,-3,-431,-4,-3950,2,-48,269,-750
DEVIATION%,-18,13,26,-100,-100,33,-9,-21,-37,-57,-55,33,-1,3,-18
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,86280,9,69060,0,0,12,13281,11,739,3,3200,8,7218,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,LICHTENBURG-133
CURRENT YEAR,84125,7,49476,2,11143,6,17596,85,5910,5,0,2,3180,11214,4564
PREVIOUS YEAR,55450,8,34060,0,0,14,18048,75,3341,0,0,5,7108,8166,6008
DEVIATION,28676,-1,15416,2,11143,-8,-452,10,2568,5,0,-3,-3928,3048,-1444
DEVIATION%,52,-13,45,0,0,-57,-3,13,77,0,0,-60,-55,37,-24
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,84125,7,49476,2,11143,6,17596,85,5910,5,0,2,3180,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,ZEERUST-291
CURRENT YEAR,52257,6,39848,0,0,9,11526,20,882,2,0,5,12364,9487,2246
PREVIOUS YEAR,18554,1,6155,0,0,2,11263,11,1136,0,0,11,19392,5267,7982
DEVIATION,33703,5,33693,0,0,7,263,9,-254,2,0,-6,-7028,4220,-5736
DEVIATION%,182,500,547,0,0,350,2,82,-22,0,0,-55,-36,80,-72
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,52257,6,39848,0,0,9,11526,20,882,2,0,5,12364,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,ROODEPOORT HORIZON-195
CURRENT YEAR,46791,6,31910,1,4688,10,8768,0,0,4,1426,1,8000,3580,0
PREVIOUS YEAR,57091,8,42178,1,8935,13,5978,0,0,1,0,2,3180,5574,0
DEVIATION,-10300,-2,-10269,0,-4247,-3,2790,0,0,3,1426,-1,4820,-1994,0
DEVIATION%,-18,-25,-24,0,-48,-23,47,0,0,300,0,-50,152,-36,0
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,46791,6,31910,1,4688,10,8768,0,0,4,1426,1,8000,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEYERTON-523
CURRENT YEAR,41245,5,28509,2,6384,6,2417,2,385,3,3550,6,11124,4331,2786
PREVIOUS YEAR,48103,8,37064,0,0,11,6153,1,486,4,4400,0,0,2168,0
DEVIATION,-6858,-3,-8555,2,6384,-5,-3737,1,-101,-1,-850,6,11124,2163,2786
DEVIATION%,-14,-38,-23,0,0,-45,-61,100,-21,-25,-19,0,0,100,0
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,41245,5,28509,2,6384,6,2417,2,385,3,3550,6,11124,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current year,6499486,657,4440747,57,317333,849,1390341,630,85341,372,265725,341,656123,973805,209553
Previous year,5409742,582,3723192,59,307938,727,1082485,566,59971,337,236157,337,587290,834475,266357
Deviation,1089744,75,717555,-2,9395,122,307856,64,25370,35,29568,4,68834,139329,-56803
Deviation%,20,13,19,-3,3,17,28,11,42,10,13,1,12,17,-21
Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deviation,6499486,657,4440747,57,317333,849,1390341,630,85341,372,265725,341,656123,0,0
Deviation%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,RUSTENBURG-199
CURRENT YEAR,778705,83,485858,3,24600,82,196487,123,20390,46,51370,28,56024,139278,35092
PREVIOUS YEAR,635353,96,386509,4,12144,94,182632,81,11345,45,42723,26,47811,123943,29910
DEVIATION,143352,-13,99349,-1,12456,-12,13855,42,9045,1,8647,2,8213,15335,5182
DEVIATION%,23,-14,26,-25,103,-13,8,52,80,2,20,8,17,12,17
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,778705,83,485858,3,24600,82,196487,123,20390,46,51370,28,56024,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PIETERSBURG-188
CURRENT YEAR,593036,46,398061,10,57560,50,94105,109,14715,25,28595,42,77875,87234,39451
PREVIOUS YEAR,764091,68,477456,6,59426,61,165142,126,8338,41,53728,42,82747,103220,27958
DEVIATION,-171055,-22,-79395,4,-1867,-11,-71037,-17,6377,-16,-25133,0,-4872,-15986,11492
DEVIATION%,-22,-32,-17,67,-3,-18,-43,-13,76,-39,-47,0,-6,-15,41
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,593036,46,398061,10,57560,50,94105,109,14715,25,28595,42,77875,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,NELSPRUIT-156
CURRENT YEAR,453345,38,308938,1,-343,39,110035,31,8584,29,26130,3,8066,74297,6297
PREVIOUS YEAR,339991,35,251864,0,0,35,68908,25,5959,18,13260,7,14059,65265,771
DEVIATION,113354,3,57075,1,-343,4,41127,6,2625,11,12870,-4,-5994,9032,5526
DEVIATION%,33,9,23,0,0,11,60,24,44,61,97,-57,-43,14,717
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,453345,38,308938,1,-343,39,110035,31,8584,29,26130,3,8066,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,PRETORIA NOORD-490
CURRENT YEAR,411981,34,301908,2,4863,48,84044,20,2707,30,18460,1,720,38491,3057
PREVIOUS YEAR,292396,26,219118,3,9156,37,50377,9,1054,16,12690,3,5440,23469,5374
DEVIATION,119585,8,82790,-1,-4294,11,33667,11,1652,14,5770,-2,-4720,15023,-2317
DEVIATION%,41,31,38,-33,-47,30,67,122,157,88,45,-67,-87,64,-43
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,411981,34,301908,2,4863,48,84044,20,2707,30,18460,1,720,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,PRETORIA-OOS-547
CURRENT YEAR,406036,36,260194,5,20895,58,96504,1,293,23,28150,0,0,36754,283
PREVIOUS YEAR,360636,41,268059,2,6998,73,72675,4,454,17,12450,5,13395,28723,1533
DEVIATION,45399,-5,-7866,3,13896,-15,23829,-3,-161,6,15700,-5,-13395,8031,-1250
DEVIATION%,13,-12,-3,150,199,-21,33,-75,-36,35,126,-100,-100,28,-82
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,406036,36,260194,5,20895,58,96504,1,293,23,28150,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,MIDDELBURG TVL-144
CURRENT YEAR,323501,29,215747,2,13606,37,69504,38,8242,19,16401,1,4000,38715,1148
PREVIOUS YEAR,311428,29,213596,7,13075,38,65649,30,5808,13,13300,5,7814,42811,3816
DEVIATION,12073,0,2151,-5,532,-1,3855,8,2434,6,3101,-4,-3814,-4096,-2668
DEVIATION%,4,0,1,-71,4,-3,6,27,42,46,23,-80,-49,-10,-70
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,323501,29,215747,2,13606,37,69504,38,8242,19,16401,1,4000,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,PRETORIA DIENS-545
CURRENT YEAR,288393,49,224317,2,6785,35,38632,24,4010,16,14650,6,8735,121833,8478
PREVIOUS YEAR,225606,45,166377,2,5256,29,41583,32,4190,12,8200,4,9677,98311,9062
DEVIATION,62787,4,57940,0,1528,6,-2952,-8,-179,4,6450,2,-942,23522,-584
DEVIATION%,28,9,35,0,29,21,-7,-25,-4,33,79,50,-10,24,-6
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,288393,49,224317,2,6785,35,38632,24,4010,16,14650,6,8735,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,TEMBA-107
CURRENT YEAR,282236,24,197956,0,0,24,72715,0,0,16,11565,21,31144,40841,12859
PREVIOUS YEAR,251229,23,201477,0,0,21,48939,7,813,17,0,37,61005,43766,18929
DEVIATION,31007,1,-3521,0,0,3,23776,-7,-813,-1,11565,-16,-29862,-2925,-6070
DEVIATION%,12,4,-2,0,0,14,49,-100,-100,-6,0,-43,-49,-7,-32
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,282236,24,197956,0,0,24,72715,0,0,16,11565,21,31144,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,SOSHANGUVE-205
CURRENT YEAR,261275,25,190726,1,12417,19,54399,14,1748,3,1985,24,38273,43164,11897
PREVIOUS YEAR,225129,23,174143,1,4667,19,43610,20,2020,2,690,25,49032,32707,25099
DEVIATION,36146,2,16583,0,7751,0,10789,-6,-273,1,1295,-1,-10759,10457,-13202
DEVIATION%,16,9,10,0,166,0,25,-30,-14,50,188,-4,-22,32,-53
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,261275,25,190726,1,12417,19,54399,14,1748,3,1985,24,38273,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,GIYANI-76
CURRENT YEAR,246162,15,164814,0,0,17,70825,38,3323,10,7200,7,20980,32244,7113
