BSR21002, AVBOB INFORMATION SERVICES - PRODUCTION,11-05-06
.,OMSET SYFERS PER AGENTSKAP VIR TYDPERK VAN,201007,TOT,201104
Agentskap naam,Totale omset,Begrafnisse aantal,Begrafnisse waarde,Grafstene aantal,Grafstene waarde,Kiste aantal,Kiste waarde,Kranse aantal,Kranse waarde,Vars blom aantal,Vars blom waarde,Versekering aantal,Versekering waarde,Komm ontvang aantal,Komm ontvang waarde
Afwyking %,3,-10,8,-11,-8,-9,-5,26,-19,-15,-3,0,0,0,0
2,NELSPRUIT - 156
Huidige jaar,3726544,330,2509853,16,98434,346,873660,364,71931,221,172666,54,91738,648156,38225
Vorige jaar,4112707,376,2781106,15,84379,401,964551,388,72157,280,210514,56,97073,659549,49123
Afwyking,-386163,-46,-271252,1,14055,-55,-90891,-24,-226,-59,-37848,-2,-5336,-11393,-10899
Afwyking %,-9,-12,-10,7,17,-14,-9,-6,0,-21,-18,-4,-5,-2,-22
Doelwit,4403130,424,2920159,29,94503,436,1080296,401,80816,273,227355,0,0,0,0
Afwyking,-676586,-94,-410306,-13,3930,-90,-206636,-37,-8885,-52,-54689,54,91738,0,0
Afwyking %,-15,-22,-14,-45,4,-21,-19,-9,-11,-19,-24,0,0,0,0
3,TZANEEN - 224
Huidige jaar,2238515,166,1481884,15,95541,171,506210,686,69635,114,85245,75,127030,342361,61692
Vorige jaar,2265576,183,1577212,9,38933,197,496546,657,73985,131,78900,103,170101,340277,61338
Afwyking,-27061,-17,-95327,6,56609,-26,9664,29,-4351,-17,6345,-28,-43072,2084,354
Afwyking %,-1,-9,-6,67,145,-13,2,4,-6,-13,8,-27,-25,1,1
Doelwit,2423886,190,1656072,21,43605,196,556133,599,82864,144,85212,0,0,0,0
Afwyking,-185371,-24,-174187,-6,51936,-25,-49923,87,-13230,-30,33,75,127030,0,0
Afwyking %,-8,-13,-11,-29,119,-13,-9,15,-16,-21,0,0,0,0,0
4,LOUIS TRICHARDT - 519,Opgegradeer 19992000
Huidige jaar,1783410,166,1172553,14,77944,163,392412,760,79672,112,60830,9,15978,289617,6353
Vorige jaar,2236663,204,1507097,18,113135,217,455440,944,84753,153,76239,0,0,321786,7341
Afwyking,-453252,-38,-334544,-4,-35192,-54,-63028,-184,-5081,-41,-15409,9,15978,-32168,-988
Afwyking %,-20,-19,-22,-22,-31,-25,-14,-19,-6,-27,-20,0,0,-10,-13
Doelwit,2396516,172,1582452,20,126711,195,510093,1056,94922,139,82338,0,0,0,0
Afwyking,-613106,-6,-409899,-6,-48768,-32,-117681,-296,-15250,-27,-21508,9,15978,0,0
Afwyking %,-26,-3,-26,-30,-38,-16,-23,-28,-16,-19,-26,0,0,0,0
5,GROBLERSDAL - 74,Opgegradeer 19981999
Huidige jaar,1561654,194,1218263,12,76340,137,237650,325,29581,93,-180,65,105273,292613,77552
Vorige jaar,1147029,108,881083,4,19604,108,221074,350,26475,74,-1207,52,95645,222998,72629
Afwyking,414625,86,337180,8,56736,29,16575,-25,3106,19,1028,13,9628,69615,4923
Afwyking %,36,80,38,200,289,27,7,-7,12,26,-85,25,10,31,7
Doelwit,1223044,155,925137,7,21957,153,247602,390,29652,127,-1304,0,0,0,0
Afwyking,338610,39,293126,5,54383,-16,-9952,-65,-71,-34,1124,65,105273,0,0
Afwyking %,28,25,32,71,248,-10,-4,-17,0,-27,0,0,0,0,0
6,POTGIETERSRUS - 183,Opgegradeer 19971998
Huidige jaar,1495666,132,1045655,8,29852,125,268526,608,67165,83,84468,123,196866,259032,98722
Vorige jaar,1369191,130,968392,10,32739,131,229560,530,50610,80,87890,185,277403,231759,112326
Afwyking,126475,2,77263,-2,-2888,-6,38967,78,16555,3,-3422,-62,-80537,27273,-13604
Afwyking %,9,2,8,-20,-9,-5,17,15,33,4,-4,-34,-29,12,-12
Doelwit,1462193,132,1016813,5,36668,126,257107,429,56684,86,94921,0,0,0,0
Afwyking,33473,0,28843,3,-6816,-1,11419,179,10481,-3,-10453,123,196866,0,0
Afwyking %,2,0,3,60,-19,-1,4,42,18,-3,-11,0,0,0,0
7,GIYANI - 76
Huidige jaar,1490124,103,966578,5,32173,119,395644,574,48834,55,46895,66,145030,203105,58283
Vorige jaar,1082966,91,707375,3,20851,134,315842,500,37748,2,1150,63,114590,87383,52150
Afwyking,407158,12,259203,2,11322,-15,79802,74,11086,53,45745,3,30440,115722,6133
Afwyking %,38,13,37,67,54,-11,25,15,29,2650,3978,5,27,132,12
Doelwit,1163363,95,742746,4,23353,171,353743,619,42279,52,1242,0,0,0,0
Afwyking,326761,8,223833,1,8820,-52,41901,-45,6555,3,45653,66,145030,0,0
Afwyking %,28,8,30,25,38,-30,12,-7,16,6,3676,0,0,0,0
8,BURGERSFORT - 17
Huidige jaar,1283710,122,892530,12,76541,124,245155,288,40650,36,28834,300,543015,217464,259142
Vorige jaar,1030656,120,753892,4,33042,118,188280,313,34232,28,21210,171,315424,185750,138590
Afwyking,253054,2,138639,8,43499,6,56874,-25,6418,8,7624,129,227591,31714,120552
Afwyking %,25,2,18,200,132,5,30,-8,19,29,36,75,72,17,87
Doelwit,1100716,105,791587,9,37007,106,210875,315,38341,27,22907,0,0,0,0
Afwyking,182994,17,100944,3,39534,18,34280,-27,2309,9,5928,300,543015,0,0
Afwyking %,17,16,13,33,107,17,16,-9,6,33,26,0,0,0,0
9,NABOOMSPRUIT - 154
Huidige jaar,555745,73,393670,11,41414,72,86092,189,17019,20,17550,42,77293,85372,27049
Vorige jaar,530517,69,367164,6,21925,84,101440,247,13988,30,26000,10,14916,33140,6387
Afwyking,25227,4,26506,5,19489,-12,-15347,-58,3030,-10,-8450,32,62377,52232,20663
Afwyking %,5,6,7,83,89,-14,-15,-23,22,-33,-33,320,418,158,324
Doelwit,567435,75,385522,6,24556,74,113611,176,15667,35,28080,0,0,0,0
Afwyking,-11690,-2,8147,5,16858,-2,-27518,13,1352,-15,-10530,42,77293,0,0
Afwyking %,-2,-3,2,83,69,-3,-24,7,9,-43,-37,0,0,0,0
Afwyking %,-2,-3,2,83,69,-3,-24,7,9,-43,-37,0,0,0,0
Huidige jaar,20575020,1783,13896413,159,889847,1748,4341767,5151,547245,1057,899749,1061,1936956,3318506,890922
Vorige jaar,19624818,1764,13260149,135,714319,1888,4233633,5375,529579,1097,887138,899,1596399,2872217,715379
Afwyking,950202,19,636263,24,175527,-140,108134,-224,17666,-40,12611,162,340557,446288,175543
Afwyking %,5,1,5,18,25,-7,3,-4,3,-4,1,18,21,16,25
Doelwit,21016098,1903,13923156,175,800034,1998,4741666,5063,593131,1261,958111,0,0,0,0
Afwyking,-441078,-120,-26744,-16,89812,-250,-399899,88,-45886,-204,-58362,1061,1936956,0,0
Afwyking %,-2,-6,0,-9,11,-13,-8,2,-8,-16,-6,0,0,0,0
1,UPINGTON - 112
Huidige jaar,1293627,138,773931,27,188936,173,252197,270,33904,84,44658,174,288804,209662,126707
Vorige jaar,1238852,135,754727,21,134439,196,270921,502,36985,87,41780,14,21734,189990,75929
Afwyking,54775,3,19205,6,54497,-23,-18723,-232,-3081,-3,2878,160,267070,19672,50778
Afwyking %,4,2,3,29,41,-12,-7,-46,-8,-3,7,1143,1229,10,67
Doelwit,1333013,143,792462,27,150574,176,303432,298,41423,91,45122,0,0,0,0
Afwyking,-39386,-5,-18531,0,38362,-3,-51234,-28,-7519,-7,-464,174,288804,0,0
Afwyking %,-3,-3,-2,0,25,-2,-17,-9,-18,-8,-1,0,0,0,0
2,MAFIKENG - 140
Huidige jaar,1250306,142,804617,10,38346,134,325552,401,27537,97,54254,69,84655,108624,18615
Vorige jaar,1750765,195,1093240,19,123335,183,403684,813,41194,125,89312,182,226436,246062,55441
Afwyking,-500459,-53,-288623,-9,-84989,-49,-78132,-412,-13657,-28,-35058,-113,-141781,-137438,-36826
Afwyking %,-29,-27,-26,-47,-69,-27,-19,-51,-33,-22,-39,-62,-63,-56,-66
Doelwit,1880759,224,1147901,31,138135,209,452128,915,46137,133,96457,0,0,0,0
Afwyking,-630453,-82,-343284,-21,-99790,-75,-126576,-514,-18600,-36,-42203,69,84655,0,0
Afwyking %,-34,-37,-30,-68,-72,-36,-28,-56,-40,-27,-44,0,0,0,0
3,KURUMAN - 119
Huidige jaar,1082337,94,591136,32,197788,98,217320,262,25023,64,51070,99,160673,170332,59296
Vorige jaar,1095856,117,625194,27,169660,130,210105,355,27025,81,63871,9,13002,184095,51498
Afwyking,-13519,-23,-34059,5,28129,-32,7215,-93,-2002,-17,-12801,90,147671,-13763,7799
Afwyking %,-1,-20,-5,19,17,-25,3,-26,-7,-21,-20,1000,1136,-7,15
Doelwit,1181043,120,656455,30,190020,141,235318,437,30269,89,68981,0,0,0,0
Afwyking,-98706,-26,-65319,2,7768,-43,-17998,-175,-5246,-25,-17911,99,160673,0,0
Afwyking %,-8,-22,-10,7,4,-30,-8,-40,-17,-28,-26,0,0,0,0
4,HARTSWATER 1 - 31,Opgegradeer 19981999
Huidige jaar,968645,114,686339,14,41108,121,175500,595,31996,80,33701,215,309177,74359,102091
Vorige jaar,1103383,108,587303,45,199397,107,216342,970,51274,89,49068,179,247232,183897,105045
Afwyking,-134738,6,99036,-31,-158289,14,-40842,-375,-19277,-9,-15366,36,61945,-109538,-2954
Afwyking %,-12,6,17,-69,-79,13,-19,-39,-38,-10,-31,20,25,-60,-3
Doelwit,1192716,136,616669,45,223324,143,242304,764,57427,103,52992,0,0,0,0
Afwyking,-224071,-22,69670,-31,-182215,-22,-66804,-169,-25431,-23,-19291,215,309177,0,0
Afwyking %,-19,-16,11,-69,-82,-15,-28,-22,-44,-22,-36,0,0,0,0
5,VRYBURG - 247
Huidige jaar,613394,57,341591,18,117050,65,126149,276,29365,44,-760,61,131021,124595,51035
Vorige jaar,585544,64,330373,16,85440,67,141665,450,27002,53,1064,40,65015,117775,31453
Afwyking,27850,-7,11217,2,31610,-2,-15516,-174,2363,-9,-1824,21,66006,6821,19582
Afwyking %,5,-11,3,13,37,-3,-11,-39,9,-17,-171,53,102,6,62
Doelwit,636089,72,346891,12,95694,72,158665,461,30241,55,4599,0,0,0,0
Afwyking,-22695,-15,-5300,6,21356,-7,-32516,-185,-876,-11,-5359,61,131021,0,0
Afwyking %,-4,-21,-2,50,22,-10,-20,-40,-3,-20,-117,0,0,0,0
6,SCHWEIZER RENEKE - 200
Huidige jaar,549061,64,361724,1,3171,79,139515,470,29403,35,15248,0,0,63827,21233
Vorige jaar,480855,59,248822,12,66699,60,123194,451,16475,43,25665,132,151553,87812,51248
Afwyking,68206,5,112902,-11,-63528,19,16322,19,12928,-8,-10417,-132,-151553,-23985,-30015
Afwyking %,14,8,45,-92,-95,32,13,4,78,-19,-41,-100,-100,-27,-59
Doelwit,520113,86,261264,15,74704,93,137976,364,18451,43,27718,0,0,0,0
Afwyking,28948,-22,100460,-14,-71533,-14,1539,106,10952,-8,-12471,0,0,0,0
Afwyking %,6,-26,38,-93,-96,-15,1,29,59,-19,-45,0,0,0,0
7,DELAREYVILLE - 201
Huidige jaar,473015,54,291682,12,55883,47,90167,715,30420,28,4864,75,117875,89261,22504
Vorige jaar,415474,39,212749,5,37228,36,126408,822,32197,32,6892,32,56779,65680,18514
Afwyking,57541,15,78932,7,18655,11,-36241,-107,-1777,-4,-2028,43,61096,23581,3990
Afwyking %,14,38,37,140,50,31,-29,-13,-6,-13,-29,134,108,36,22
Doelwit,453133,37,223386,7,41697,38,141577,788,36062,24,10411,0,0,0,0
Afwyking,19882,17,68295,5,14186,9,-51410,-73,-5642,4,-5547,75,117875,0,0
Afwyking %,4,46,31,71,34,24,-36,-9,-16,17,-53,0,0,0,0
8,POSTMASBURG - 182
Huidige jaar,437277,37,278841,20,74575,50,65223,180,12024,27,6613,34,51667,70685,16452
Vorige jaar,353917,35,207961,17,58227,40,54312,259,15702,20,17715,3,4469,46789,20157
Afwyking,83360,2,70880,3,16348,10,10911,-79,-3677,7,-11102,31,47199,23896,-3705
Afwyking %,24,6,34,18,28,25,20,-31,-23,35,-63,1033,1056,51,-18
Doelwit,381122,26,218358,8,65215,32,60832,177,17585,14,19132,0,0,0,0
Afwyking,56155,11,60483,12,9360,18,4392,3,-5561,13,-12519,34,51667,0,0
Afwyking %,15,42,28,150,14,56,7,2,-32,93,-65,0,0,0,0
9,WOLMARANSSTAD - 264
Huidige jaar,365566,47,231796,19,36040,49,79403,215,13056,33,5270,19,20690,72267,6706
Vorige jaar,309688,44,191798,5,31316,45,70816,293,11879,26,3879,30,34802,52649,7891
Afwyking,55878,3,39998,14,4724,4,8588,-78,1177,7,1391,-11,-14112,19618,-1185
Afwyking %,18,7,21,280,15,9,12,-27,10,27,36,-37,-41,37,-15
Doelwit,333267,49,201388,8,35074,54,79312,236,13304,28,4189,0,0,0,0
Afwyking,32299,-2,30408,11,966,-5,92,-21,-248,5,1081,19,20690,0,0
Afwyking %,10,-4,15,138,3,-9,0,-9,-2,18,26,0,0,0,0
10,CHRISTIANA - 30
Huidige jaar,303687,40,214663,2,4446,51,59509,389,16728,24,8341,33,41539,36207,16050
Vorige jaar,123290,24,76757,2,2315,29,33140,258,10077,1,1000,26,29604,17992,5412
Afwyking,180397,16,137906,0,2131,22,26368,131,6651,23,7341,7,11935,18215,10638
Afwyking %,146,67,180,0,92,76,80,51,66,2300,734,27,40,101,197
Doelwit,132671,37,80595,5,2593,45,37116,383,11287,6,1080,0,0,0,0
Afwyking,171016,3,134068,-3,1853,6,22393,6,5441,18,7261,33,41539,0,0
Afwyking %,129,8,166,-60,71,13,60,2,48,300,672,0,0,0,0
11,WARRENTON - 261 200909
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,23773,2,14780,2,3929,3,2673,53,2042,1,350,0,0,1917,-3389
Afwyking,-23773,-2,-14780,-2,-3929,-3,-2673,-53,-2042,-1,-350,0,0,-1917,3389
Afwyking %,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,-100,-100
Doelwit,25579,12,15519,6,4401,14,2994,219,2287,10,378,0,0,0,0
Afwyking,-25579,-12,-15519,-6,-4401,-14,-2994,-219,-2287,-10,-378,0,0,0,0
Afwyking %,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,0,0
Afwyking %,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,0,0
Huidige jaar,7336914,787,4576320,155,757343,867,1530536,3773,249457,516,223259,779,1206103,1019819,440689
Vorige jaar,7481397,822,4343704,171,911985,896,1653261,5226,271852,558,300596,647,850627,1194657,419199
Afwyking,-144483,-35,232615,-16,-154642,-29,-122724,-1453,-22395,-42,-77337,132,355476,-174838,21491
Afwyking %,-2,-4,5,-9,-17,-3,-7,-28,-8,-8,-26,20,42,-15,5
Doelwit,8069505,942,4560888,194,1021430,1017,1851652,5042,304474,596,331060,0,0,0,0
Afwyking,-732591,-155,15431,-39,-264088,-150,-321116,-1269,-55018,-80,-107802,779,1206103,0,0
Afwyking %,-10,-16,0,-20,-26,-15,-17,-25,-18,-13,-33,0,0,0,0
1,GEORGE - 79,Opgegradeer 19981999
Huidige jaar,1917136,373,1488761,13,51486,475,330059,188,21120,65,25710,439,545504,313850,162166
Vorige jaar,1862928,455,1298423,21,92175,535,415468,424,27111,96,29753,327,396287,352515,112982
Afwyking,54208,-82,190339,-8,-40688,-60,-85409,-236,-5990,-31,-4043,112,149217,-38666,49184
Afwyking %,3,-18,15,-38,-44,-11,-21,-56,-22,-32,-14,34,38,-11,44
Doelwit,1994401,493,1363345,27,103236,566,465323,514,30363,121,32133,0,0,0,0
Afwyking,-77265,-120,125416,-14,-51750,-91,-135264,-326,-9243,-56,-6423,439,545504,0,0
Afwyking %,-4,-24,9,-52,-50,-16,-29,-63,-30,-46,-20,0,0,0,0
2,BREDASDORP - 29
Huidige jaar,797204,115,589587,36,56254,146,109248,73,8847,79,33268,141,131091,129343,43539
Vorige jaar,804553,137,581235,37,66316,169,122821,259,6324,99,27858,128,125683,135700,46074
Afwyking,-7349,-22,8352,-1,-10062,-23,-13573,-186,2524,-20,5410,13,5408,-6358,-2535
Afwyking %,-1,-16,1,-3,-15,-14,-11,-72,40,-20,19,10,4,-5,-6
Doelwit,859298,132,610296,34,74274,151,137558,272,7083,129,30087,0,0,0,0
Afwyking,-62094,-17,-20709,2,-18020,-5,-28311,-199,1764,-50,3182,141,131091,0,0
Afwyking %,-7,-13,-3,6,-24,-3,-21,-73,25,-39,11,0,0,0,0
3,ROBERTSON - 513
Huidige jaar,617677,88,394817,19,78782,88,134169,53,6575,44,3335,164,206526,104737,46611
Vorige jaar,513698,81,334326,21,93656,85,81721,38,2291,33,1704,139,157879,90465,53417
Afwyking,103980,7,60491,-2,-14874,3,52448,15,4283,11,1631,25,48647,14271,-6805
Afwyking %,20,9,18,-10,-16,4,64,39,187,33,96,18,31,16,-13
Doelwit,551874,89,351043,12,104896,96,91530,55,2566,37,1839,0,0,0,0
Afwyking,65803,-1,43774,7,-26114,-8,42639,-2,4009,7,1496,164,206526,0,0
Afwyking %,12,-1,12,58,-25,-8,47,-4,156,19,81,0,0,0,0
4,WORCESTER - 273
Huidige jaar,608459,81,425375,28,84806,119,76645,80,7118,26,14516,14,20141,106344,58804
Vorige jaar,647235,132,475493,20,57527,176,90385,102,6721,35,17109,0,0,106060,19562
Afwyking,-38776,-51,-50117,8,27279,-57,-13741,-22,397,-9,-2593,14,20141,284,39242
Afwyking %,-6,-39,-11,40,47,-32,-15,-22,6,-26,-15,0,0,0,201
Doelwit,690935,191,499268,27,64430,227,101231,120,7529,38,18478,0,0,0,0
Afwyking,-82476,-110,-73892,1,20376,-108,-24587,-40,-411,-12,-3962,14,20141,0,0
Afwyking %,-12,-58,-15,4,32,-48,-24,-33,-5,-32,-21,0,0,0,0
5,OUDTSHOORN - 162
Huidige jaar,468308,78,353732,3,10254,89,82649,72,7464,38,14209,89,96926,80366,3265
Vorige jaar,904216,273,739390,1,4859,284,143307,50,4412,35,12248,109,121970,186929,24383
Afwyking,-435908,-195,-385658,2,5396,-195,-60658,22,3052,3,1961,-20,-25045,-106563,-21118
Afwyking %,-48,-71,-52,200,111,-69,-42,44,69,9,16,-18,-21,-57,-87
Doelwit,960474,133,776360,13,5442,141,160503,89,4941,26,13228,0,0,0,0
Afwyking,-492166,-55,-422628,-10,4812,-52,-77854,-17,2523,12,981,89,96926,0,0
Afwyking %,-51,-41,-54,-77,88,-37,-49,-19,51,46,7,0,0,0,0
6,BEAUFORT WES - 27
Huidige jaar,461423,57,253367,17,101839,69,80522,192,11145,36,14550,89,99876,82524,13804
Vorige jaar,464576,72,270621,21,74569,87,87633,258,12546,48,19206,53,61224,93478,14395
Afwyking,-3152,-15,-17254,-4,27270,-18,-7111,-66,-1401,-12,-4656,36,38652,-10954,-591
Afwyking %,-1,-21,-6,-19,37,-21,-8,-26,-11,-25,-24,68,63,-12,-4
Doelwit,500612,57,284152,10,83517,69,98148,262,14053,26,20742,0,0,0,0
Afwyking,-39189,0,-30785,7,18322,0,-17626,-70,-2908,10,-6192,89,99876,0,0
Afwyking %,-8,0,-11,70,22,0,-18,-27,-21,38,-30,0,0,0,0
7,MOSSELBAAI - 617
Huidige jaar,415232,67,314640,3,8186,108,73215,65,4622,26,14570,42,49406,69445,3846
Vorige jaar,533710,81,375675,6,22258,117,114423,49,3124,27,18230,88,128933,82105,30928
Afwyking,-118478,-14,-61035,-3,-14072,-9,-41209,16,1497,-1,-3660,-46,-79527,-12660,-27082
Afwyking %,-22,-17,-16,-50,-63,-8,-36,33,48,-4,-20,-52,-62,-15,-88
Doelwit,570729,77,394460,4,24928,112,128154,77,3499,20,19688,0,0,0,0
Afwyking,-155497,-10,-79820,-1,-16742,-4,-54939,-12,1123,6,-5118,42,49406,0,0
Afwyking %,-27,-13,-20,-25,-67,-4,-43,-16,32,30,-26,0,0,0,0
8,CALEDON - 38
Huidige jaar,325205,59,232222,12,23124,72,61022,31,3038,14,5800,0,0,59530,33934
Vorige jaar,465009,82,324899,10,32578,102,93566,52,4285,23,9680,0,0,34446,25545
Afwyking,-139804,-23,-92677,2,-9455,-30,-32544,-21,-1247,-9,-3880,0,0,25084,8389
Afwyking %,-30,-28,-29,20,-29,-29,-35,-40,-29,-39,-40,0,0,73,33
Doelwit,497681,129,341145,14,36487,179,104795,59,4799,13,10454,0,0,0,0
Afwyking,-172476,-70,-108923,-2,-13364,-107,-43773,-28,-1761,1,-4654,0,0,0,0
Afwyking %,-35,-54,-32,-14,-37,-60,-42,-47,-37,8,-45,0,0,0,0
9,RIVERSDAL - 516
Huidige jaar,143325,33,109526,0,0,31,26776,19,2050,10,4973,40,40132,9151,11606
Vorige jaar,239869,50,166282,7,26531,57,40709,25,1519,29,4828,30,33440,43109,1115
Afwyking,-96544,-17,-56755,-7,-26531,-26,-13933,-6,531,-19,145,10,6691,-33958,10491
Afwyking %,-40,-34,-34,-100,-100,-46,-34,-24,35,-66,3,33,20,-79,941
Doelwit,256825,64,174595,4,29715,70,45596,19,1705,30,5214,0,0,0,0
Afwyking,-113500,-31,-65069,-4,-29715,-39,-18820,0,345,-20,-241,40,40132,0,0
Afwyking %,-44,-48,-37,-100,-100,-56,-41,0,20,-67,-5,0,0,0,0
10,SWELLENDAM - 213
Huidige jaar,74411,15,53262,1,3280,18,14803,16,906,5,2160,0,0,7090,-343
Vorige jaar,279780,48,160132,7,27220,73,89948,46,2297,3,183,0,0,45216,17456
Afwyking,-205369,-33,-106870,-6,-23940,-55,-75145,-30,-1390,2,1977,0,0,-38126,-17799
Afwyking %,-73,-69,-67,-86,-88,-75,-84,-65,-61,67,1080,0,0,-84,-102
Doelwit,302140,57,168140,10,30486,89,100744,48,2573,8,198,0,0,0,0
Afwyking,-227729,-42,-114878,-9,-27207,-71,-85941,-32,-1667,-3,1962,0,0,0,0
Afwyking %,-75,-74,-68,-90,-89,-80,-85,-67,-65,-38,992,0,0,0,0
Afwyking %,-75,-74,-68,-90,-89,-80,-85,-67,-65,-38,992,0,0,0,0
Huidige jaar,5828381,966,4215289,132,418011,1215,989107,789,72884,343,133090,1018,1189601,962378,377232
Vorige jaar,6715574,1411,4726474,151,497689,1685,1279983,1303,70629,428,140798,874,1025418,1170025,345858
Afwyking,-887193,-445,-511185,-19,-79678,-470,-290876,-514,2254,-85,-7708,144,164184,-207647,31374
Afwyking %,-13,-32,-11,-13,-16,-28,-23,-39,3,-20,-5,16,16,-18,9
Doelwit,7184969,1422,4962803,155,557412,1700,1433582,1515,79110,448,152062,0,0,0,0
Afwyking,-1356588,-456,-747514,-23,-139401,-485,-444475,-726,-6226,-105,-18972,1018,1189601,0,0
Afwyking %,-23,-32,-15,-15,-25,-29,-31,-48,-8,-23,-12,0,0,0,0
1,VEREENIGING - 440
Huidige jaar,4105839,404,3003644,21,98796,492,777800,321,48105,228,177495,314,681823,616665,326583
Vorige jaar,4080701,404,2899429,38,171890,472,762439,251,21866,251,225076,319,624716,587415,208521
Afwyking,25137,0,104215,-17,-73094,20,15360,70,26238,-23,-47581,-5,57108,29250,118063
Afwyking %,1,0,4,-45,-43,4,2,28,120,-9,-21,-2,9,5,57
Doelwit,4358422,541,3044399,60,192518,671,853932,476,24491,333,243082,0,0,0,0
Afwyking,-252583,-137,-40756,-39,-93722,-179,-76132,-155,23613,-105,-65587,314,681823,0,0
Afwyking %,-6,-25,-1,-65,-49,-27,-9,-33,96,-32,-27,0,0,0,0
2,VANDERBIJLPARK - 251,Opgegradeer 19981999
Huidige jaar,4004986,446,3075189,24,46138,588,703184,406,61640,254,118836,199,327484,516862,139438
Vorige jaar,3981178,433,2946967,38,165701,552,692897,412,51105,283,124508,181,296961,480216,110595
Afwyking,23808,13,128222,-14,-119563,36,10287,-6,10535,-29,-5673,18,30522,36647,28843
Afwyking %,1,3,4,-37,-72,7,1,-1,21,-10,-5,10,10,8,26
Doelwit,4247651,472,3094316,61,185585,602,776044,289,57238,345,134469,0,0,0,0
Afwyking,-242665,-26,-19127,-37,-139447,-14,-72860,117,4402,-91,-15633,199,327484,0,0
Afwyking %,-6,-6,-1,-61,-75,-2,-9,40,8,-26,-12,0,0,0,0
3,SASOLBURG - 218,Opgegradeer 19981999
Huidige jaar,1935513,196,1271825,26,128668,230,376623,263,27613,149,130785,31,47560,244721,22282
Vorige jaar,1489858,176,1035165,23,71138,207,270257,325,24873,114,88424,49,87734,202216,21655
Afwyking,445655,20,236660,3,57529,23,106366,-62,2740,35,42361,-18,-40173,42505,627
Afwyking %,30,11,23,13,81,11,39,-19,11,31,48,-37,-46,21,3
Doelwit,1592642,197,1086924,18,79675,231,302688,316,27858,124,95498,0,0,0,0
Afwyking,342871,-1,184901,8,48993,-1,73935,-53,-245,25,35287,31,47560,0,0
Afwyking %,22,-1,17,44,61,0,24,-17,-1,20,37,0,0,0,0
4,SPRINGS - 206
Huidige jaar,1177554,160,853260,8,36176,160,239995,82,11183,54,36940,96,131879,161590,67774
Vorige jaar,1282116,176,920364,16,56884,186,227479,213,22057,84,55332,186,305046,230279,123223
Afwyking,-104562,-16,-67104,-8,-20708,-26,12517,-131,-10874,-30,-18392,-90,-173167,-68689,-55449
Afwyking %,-8,-9,-7,-50,-36,-14,6,-62,-49,-36,-33,-48,-57,-30,-45
Doelwit,1369335,221,966382,12,63710,251,254779,289,24705,123,59759,0,0,0,0
Afwyking,-191781,-61,-113122,-4,-27534,-91,-14783,-207,-13522,-69,-22819,96,131879,0,0
Afwyking %,-14,-28,-12,-33,-43,-36,-6,-72,-55,-56,-38,0,0,0,0
5,SECUNDA - 524
Huidige jaar,1100252,124,732984,28,100545,134,227785,142,20528,53,18410,8,13451,105145,19440
Vorige jaar,1230175,138,815812,28,72163,156,281682,215,21498,69,39019,32,69277,123768,24932
Afwyking,-129923,-14,-82828,0,28382,-22,-53898,-73,-970,-16,-20609,-24,-55826,-18623,-5492
Afwyking %,-11,-10,-10,0,39,-14,-19,-34,-5,-23,-53,-75,-81,-15,-22
Doelwit,1319130,205,856603,31,80824,211,315484,231,24079,122,42141,0,0,0,0
Afwyking,-218878,-81,-123619,-3,19721,-77,-87699,-89,-3551,-69,-23731,8,13451,0,0
Afwyking %,-17,-40,-14,-10,24,-36,-28,-39,-15,-57,-56,0,0,0,0
6,PARYS - 170
Huidige jaar,868696,107,639568,14,36951,127,155719,115,11758,55,24700,40,76178,138585,16798
Vorige jaar,734365,94,509600,22,98121,113,90110,175,12005,51,24530,72,144123,118828,31176
Afwyking,134330,13,129969,-8,-61171,14,65610,-60,-247,4,170,-32,-67945,19756,-14378
Afwyking %,18,14,26,-36,-62,12,73,-34,-2,8,1,-44,-47,17,-46
Doelwit,785837,116,535081,14,109896,137,100923,150,13444,59,26492,0,0,0,0
Afwyking,82859,-9,104487,0,-72945,-10,54796,-35,-1687,-4,-1792,40,76178,0,0
Afwyking %,11,-8,20,0,-66,-7,54,-23,-13,-7,-7,0,0,0,0
7,HEIDELBERG - 82
Huidige jaar,834559,89,543561,18,87082,105,139027,136,9150,47,55739,50,63166,106775,27491
Vorige jaar,825051,88,521908,19,100803,97,139376,105,7184,47,55780,65,88822,108488,27381
Afwyking,9508,1,21652,-1,-13720,8,-349,31,1966,0,-41,-15,-25655,-1712,110
Afwyking %,1,1,4,-5,-14,8,0,30,27,0,0,-23,-29,-2,0
Doelwit,885297,95,548006,18,112898,124,156102,191,8048,49,60242,0,0,0,0
Afwyking,-50738,-6,-4445,0,-25816,-19,-17075,-55,1102,-2,-4503,50,63166,0,0
Afwyking %,-6,-6,-1,0,-23,-15,-11,-29,14,-4,-7,0,0,0,0
8,NIGEL - 152
Huidige jaar,814098,85,586849,9,39709,112,126901,116,9529,48,51110,43,79012,73577,20656
