BSR21002, AVBOB INFORMATION SERVICES - PRODUCTION,11-07-07
.,OMSET SYFERS PER AGENTSKAP VIR TYDPERK VAN,201007,TOT,201106
Agentskap naam,Totale omset,Begrafnisse aantal,Begrafnisse waarde,Grafstene aantal,Grafstene waarde,Kiste aantal,Kiste waarde,Kranse aantal,Kranse waarde,Vars blom aantal,Vars blom waarde,Versekering aantal,Versekering waarde,Komm ontvang aantal,Komm ontvang waarde
Afwyking,23800,-5,-9160,-5,-19544,-18,68016,-22,-1871,-4,-13642,25,46061,49327,20714
Afwyking %,1,-3,-1,-21,-23,-7,24,-25,-13,-4,-12,89,95,28,163
Doelwit,1914027,184,1363090,16,95209,268,319848,69,16556,114,119324,0,0,0,0
Afwyking,-96193,-15,-74069,3,-29746,-40,33748,-4,-3644,-24,-22481,53,94768,0,0
Afwyking %,-5,-8,-5,19,-31,-15,11,-6,-22,-21,-19,0,0,0,0
7,EDENVALE - 59
Huidige jaar,1538289,144,1261263,2,11134,226,218912,39,6287,72,40693,51,98932,105685,31496
Vorige jaar,1393165,127,1085857,4,11327,204,219885,32,5964,84,70132,37,71072,96368,23100
Afwyking,145124,17,175406,-2,-193,22,-973,7,323,-12,-29439,14,27860,9317,8396
Afwyking %,10,13,16,-50,-2,11,0,22,5,-14,-42,38,39,10,36
Doelwit,1481530,129,1140150,5,12686,208,246271,74,6681,70,75741,0,0,0,0
Afwyking,56759,15,121113,-3,-1552,18,-27359,-35,-394,2,-35049,51,98932,0,0
Afwyking %,4,12,11,-60,-12,9,-11,-47,-6,3,-46,0,0,0,0
8,BRAKPAN - 19
Huidige jaar,1219394,137,889743,9,29585,184,215986,107,13650,73,70430,57,77928,163527,30342
Vorige jaar,957552,124,695195,9,31156,162,168389,111,10706,59,52105,48,67783,157698,28145
Afwyking,261842,13,194547,0,-1571,22,47597,-4,2944,14,18325,9,10145,5830,2198
Afwyking %,27,10,28,0,-5,14,28,-4,27,24,35,19,15,4,8
Doelwit,1021711,139,729957,10,34896,179,188597,151,11988,80,56273,0,0,0,0
Afwyking,197683,-2,159786,-1,-5310,5,27389,-44,1662,-7,14157,57,77928,0,0
Afwyking %,19,-1,22,-10,-15,3,15,-29,14,-9,25,0,0,0,0
9,GERMISTON 2 (KATORUS) - 126 200701
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,2947,0,0,0,2947,0,0,0,0,0,0,0,0,-2,-69390
Afwyking,-2947,0,0,0,-2947,0,0,0,0,0,0,0,0,2,69390
Afwyking %,-100,0,0,0,-100,0,0,0,0,0,0,0,0,-100,-100
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huidige jaar,29280424,2690,20596483,245,1189576,3580,5819578,1364,249908,1554,1424878,1295,2642577,3945079,1169531
Vorige jaar,21228679,2731,14923107,255,969779,3562,4191102,1226,173977,1484,970714,1211,2326695,2944387,946183
Afwyking,8051744,-41,5673376,-10,219797,18,1628476,138,75931,70,454164,84,315882,1000691,223349
Afwyking %,38,-2,38,-4,23,1,39,11,44,5,47,7,14,34,24
Doelwit,22689384,3038,15669266,340,1082854,3926,4694035,1564,194855,1652,1048373,0,0,0,0
Afwyking,6591040,-348,4927217,-95,106722,-346,1125543,-200,55053,-98,376505,1295,2642577,0,0
Afwyking %,23,-11,31,-28,10,-9,24,-13,28,-6,36,0,0,0,0
1,DURBAN DIENS - 540,Opgegradeer 19992000
Huidige jaar,12672209,1309,8910616,116,483060,1336,2751970,1229,97949,769,428614,391,706890,2026349,355357
Vorige jaar,12644724,1349,8992999,156,381427,1482,2751572,1324,103060,812,415667,508,813473,1873582,415737
Afwyking,27484,-40,-82382,-40,101633,-146,398,-95,-5111,-43,12947,-117,-106583,152768,-60379
Afwyking %,0,-3,-1,-26,27,-10,0,-7,-5,-5,3,-23,-13,8,-15
Doelwit,13515957,1411,9442648,101,427199,1503,3081761,911,115428,797,448920,0,0,0,0
Afwyking,-843749,-102,-532032,15,55860,-167,-329791,318,-17480,-28,-20306,391,706890,0,0
Afwyking %,-6,-7,-6,15,13,-11,-11,35,-15,-4,-5,0,0,0,0
2,PIETERMARITZBURG - 176
Huidige jaar,3600378,372,2293841,27,50087,418,1064798,266,74077,260,117575,314,541179,602351,248565
Vorige jaar,3420277,390,2262319,23,110480,448,913878,242,62280,155,71320,157,305379,614606,163080
Afwyking,180101,-18,31522,4,-60392,-30,150920,24,11797,105,46255,157,235800,-12254,85485
Afwyking %,5,-5,1,17,-55,-7,17,10,19,68,65,100,77,-2,52
Doelwit,3669492,455,2375433,22,123739,495,1023542,198,69752,200,77026,0,0,0,0
Afwyking,-69114,-83,-81592,5,-73651,-77,41256,68,4325,60,40549,314,541179,0,0
Afwyking %,-2,-18,-3,23,-60,-16,4,34,6,30,53,0,0,0,0
3,PORT SHEPSTONE - 186,Opgegradeer 19971998
Huidige jaar,2713616,389,1574672,17,41278,508,930201,211,50105,203,117360,961,1370726,484384,512150
Vorige jaar,2971755,412,1731799,29,121347,543,939925,321,53821,224,124864,497,746523,530808,598622
Afwyking,-258139,-23,-157127,-12,-80069,-35,-9723,-110,-3716,-21,-7505,464,624202,-46423,-86471
Afwyking %,-9,-6,-9,-41,-66,-6,-1,-34,-7,-9,-6,93,84,-9,-14
Doelwit,3202144,404,1818388,28,135908,465,1052716,173,60280,192,134853,0,0,0,0
Afwyking,-488528,-15,-243716,-11,-94630,43,-122515,38,-10174,11,-17494,961,1370726,0,0
Afwyking %,-15,-4,-13,-39,-70,9,-12,22,-17,6,-13,0,0,0,0
4,KOKSTAD - 124
Huidige jaar,2035889,209,1207428,33,191043,204,613859,153,26997,50,-3437,154,218491,328185,62666
Vorige jaar,2479136,243,1426191,56,287238,233,689174,561,67852,129,8681,298,460434,439453,157908
Afwyking,-443247,-34,-218763,-23,-96195,-29,-75315,-408,-40855,-79,-12119,-144,-241943,-111268,-95242
Afwyking %,-18,-14,-15,-41,-33,-12,-11,-73,-60,-61,-140,-48,-53,-25,-60
Doelwit,2676451,231,1497501,59,321705,238,771874,252,75995,148,9375,0,0,0,0
Afwyking,-640562,-22,-290072,-26,-130663,-34,-158015,-99,-48999,-98,-12813,154,218491,0,0
Afwyking %,-24,-10,-19,-44,-41,-14,-20,-39,-64,-66,-137,0,0,0,0
5,LADYSMITH - 131,Opgegradeer 19981999
Huidige jaar,1674142,215,1155606,19,106939,288,365250,155,37117,156,9230,164,256682,349326,143872
Vorige jaar,1367743,175,914519,18,52974,237,371182,116,20633,133,8434,202,321049,301885,178793
Afwyking,306399,40,241087,1,53964,51,-5932,39,16484,23,796,-38,-64367,47441,-34921
Afwyking %,22,23,26,6,102,22,-2,34,80,17,9,-19,-20,16,-20
Doelwit,1467520,343,960245,29,59332,338,415724,89,23110,207,9109,0,0,0,0
Afwyking,206622,-128,195361,-10,47607,-50,-50474,66,14007,-51,121,164,256682,0,0
Afwyking %,14,-37,20,-34,80,-15,-12,74,61,-25,1,0,0,0,0
6,PHUTHADITJHABA - 179
Huidige jaar,1232454,158,698664,37,197088,165,296708,292,39110,51,885,117,119854,247226,42966
Vorige jaar,1064044,164,623184,27,120784,177,277940,318,39072,55,3064,59,51728,218014,30158
Afwyking,168410,-6,75480,10,76304,-12,18768,-26,37,-4,-2179,58,68126,29213,12808
Afwyking %,16,-4,12,37,63,-7,7,-8,0,-7,-71,98,132,13,42
Doelwit,1147983,237,654342,42,135279,245,311292,370,43761,94,3309,0,0,0,0
Afwyking,84471,-79,44322,-5,61808,-80,-14583,-78,-4651,-43,-2425,117,119854,0,0
Afwyking %,7,-33,7,-12,46,-33,-5,-21,-11,-46,-73,0,0,0,0
7,HARRISMITH - 81
Huidige jaar,1009265,98,592110,43,145311,149,217905,214,22098,64,31840,93,123276,178960,6011
Vorige jaar,916745,91,525456,41,162020,153,190782,158,10549,53,27937,141,179227,144190,6081
Afwyking,92520,7,66655,2,-16709,-4,27123,56,11549,11,3903,-48,-55950,34770,-70
Afwyking %,10,8,13,5,-10,-3,14,35,109,21,14,-34,-31,24,-1
Doelwit,988858,116,551729,48,181464,159,213678,91,11816,50,30172,0,0,0,0
Afwyking,20407,-18,40382,-5,-36152,-10,4227,123,10282,14,1668,93,123276,0,0
Afwyking %,2,-16,7,-10,-20,-6,2,135,87,28,6,0,0,0,0
8,GREYTOWN - 72
Huidige jaar,425141,51,286033,5,30164,56,93281,86,15543,4,120,67,102913,78892,18392
Vorige jaar,303524,35,176294,11,66365,41,46023,79,11083,6,3759,116,182261,23954,64550
Afwyking,121617,16,109740,-6,-36201,15,47257,7,4460,-2,-3639,-49,-79348,54937,-46158
Afwyking %,40,46,62,-55,-55,37,103,9,40,-33,-97,-42,-44,229,-72
Doelwit,327459,59,185109,7,74330,65,51546,76,12415,19,4060,0,0,0,0
Afwyking,97682,-8,100925,-2,-44166,-9,41735,10,3128,-15,-3940,67,102913,0,0
Afwyking %,30,-14,55,-29,-59,-14,81,13,25,-79,-97,0,0,0,0
9,WARDEN - 260
Huidige jaar,383591,51,223690,6,32193,85,100587,190,13947,30,13176,15,18743,64616,47126
Vorige jaar,370520,53,202890,10,32892,76,113851,194,10087,25,10799,32,49946,60873,62119
Afwyking,13071,-2,20800,-4,-700,9,-13265,-4,3860,5,2377,-17,-31203,3743,-14993
Afwyking %,4,-4,10,-40,-2,12,-12,-2,38,20,22,-53,-62,6,-24
Doelwit,400348,60,213032,11,36839,117,127515,201,11299,17,11663,0,0,0,0
Afwyking,-16757,-9,10657,-5,-4647,-32,-26929,-11,2648,13,1513,15,18743,0,0
Afwyking %,-4,-15,5,-45,-13,-27,-21,-5,23,76,13,0,0,0,0
Afwyking %,-4,-15,5,-45,-13,-27,-21,-5,23,76,13,0,0,0,0
Huidige jaar,25746686,2852,16942661,303,1277162,3209,6434559,2796,376943,1587,715362,2276,3458755,4360290,1437106
Vorige jaar,25538469,2912,16855650,371,1335527,3390,6294328,3313,378439,1592,674525,2010,3110021,4207365,1677046
Afwyking,208218,-60,87011,-68,-58365,-181,140231,-517,-1495,-5,40836,266,348733,152925,-239941
Afwyking %,1,-2,1,-18,-4,-5,2,-16,0,0,6,13,11,4,-14
Doelwit,27396212,3316,17698426,347,1495795,3625,7049647,2361,423856,1724,728487,0,0,0,0
Afwyking,-1649526,-464,-755765,-44,-218633,-416,-615088,435,-46913,-137,-13125,2276,3458755,0,0
Afwyking %,-6,-14,-4,-13,-15,-11,-9,18,-11,-8,-2,0,0,0,0
1,KEIMOES - 111 200901
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,RUSTENBURG - 199
Huidige jaar,8429204,872,5965807,65,286150,892,1576334,755,120189,450,480724,371,768784,1246437,433591
Vorige jaar,7386306,841,5347118,34,110444,783,1423731,760,96051,390,408961,429,855624,1052830,419780
Afwyking,1042899,31,618689,31,175706,109,152603,-5,24138,60,71763,-58,-86840,193608,13812
Afwyking %,14,4,12,91,159,14,11,-1,25,15,18,-14,-10,18,3
Doelwit,7882003,985,5614473,56,123696,934,1594578,1500,107577,470,441679,0,0,0,0
Afwyking,547201,-113,351334,9,162454,-42,-18244,-745,12612,-20,39045,371,768784,0,0
Afwyking %,7,-11,6,16,131,-4,-1,-50,12,-4,9,0,0,0,0
2,CARLETONVILLE - 37
Huidige jaar,6274170,676,4368643,88,401455,774,1168292,1057,69494,232,266286,313,706413,1075263,277249
Vorige jaar,7024450,766,5415702,57,245304,834,1145934,1064,65003,196,152507,278,546291,1000656,287976
Afwyking,-750280,-90,-1047060,31,156152,-60,22358,-7,4491,36,113779,35,160122,74607,-10727
Afwyking %,-11,-12,-19,54,64,-7,2,-1,7,18,75,13,29,7,-4
Doelwit,7482189,983,5686487,85,274742,1083,1283447,743,72806,205,164708,0,0,0,0
Afwyking,-1208019,-307,-1317844,3,126714,-309,-115156,314,-3311,27,101578,313,706413,0,0
Afwyking %,-16,-31,-23,4,46,-29,-9,42,-5,13,62,0,0,0,0
3,KLERKSDORP - 542
Huidige jaar,3225182,363,2151943,63,273444,442,561864,858,93563,252,144368,262,324554,477128,62150
Vorige jaar,2806860,373,1972154,39,113223,443,511828,882,89666,219,119989,265,287179,448423,42570
Afwyking,418322,-10,179789,24,160220,-1,50037,-24,3897,33,24379,-3,37375,28705,19580
Afwyking %,15,-3,9,62,142,0,10,-3,4,15,20,-1,13,6,46
Doelwit,3000835,373,2070762,48,126810,437,573248,692,100427,247,129588,0,0,0,0
Afwyking,224347,-10,81182,15,146634,5,-11384,166,-6864,5,14780,262,324554,0,0
Afwyking %,7,-3,4,31,116,1,-2,24,-7,2,11,0,0,0,0
4,POTCHEFSTROOM - 181
Huidige jaar,1972833,214,1413202,45,147617,260,295112,375,45953,132,70950,248,359240,314822,88656
Vorige jaar,1619124,187,1124072,41,134372,210,257679,353,37089,108,65913,156,217854,266612,64238
Afwyking,353709,27,289130,4,13245,50,37433,22,8864,24,5037,92,141386,48211,24417
Afwyking %,22,14,26,10,10,24,15,6,24,22,8,59,65,18,38
Doelwit,1732094,246,1180275,56,150497,291,288599,600,41537,137,71186,0,0,0,0
Afwyking,240739,-32,232927,-11,-2880,-31,6512,-225,4415,-5,-236,248,359240,0,0
Afwyking %,14,-13,20,-20,-2,-11,2,-38,11,-4,0,0,0,0,0
5,ORKNEY - 164,Opgegradeer 19992000
Huidige jaar,1932573,202,1379198,35,100733,222,375587,360,32580,88,44474,165,238618,270490,20026
Vorige jaar,1696506,191,1294981,7,30375,225,340426,242,19220,30,11505,87,135278,197030,70056
Afwyking,236067,11,84217,28,70359,-3,35162,118,13360,58,32969,78,103340,73460,-50030
Afwyking %,14,6,7,400,232,-1,10,49,70,193,287,90,76,37,-71
Doelwit,1808976,264,1359730,10,34018,286,381276,325,21526,53,12425,0,0,0,0
Afwyking,123597,-62,19468,25,66716,-64,-5689,35,11053,35,32049,165,238618,0,0
Afwyking %,7,-23,1,250,196,-22,-1,11,51,66,258,0,0,0,0
6,BRITS - 21,Opgegradeer 19971998
Huidige jaar,1708383,168,1193686,14,58104,175,326237,301,40173,78,90184,224,358446,260948,164068
Vorige jaar,1930074,209,1336417,15,45054,217,379506,381,47758,120,121339,222,315990,272911,142991
Afwyking,-221690,-41,-142732,-1,13050,-42,-53270,-80,-7584,-42,-31155,2,42456,-11963,21077
Afwyking %,-11,-20,-11,-7,29,-19,-14,-21,-16,-35,-26,1,13,-4,15
Doelwit,2063281,195,1403238,23,50461,220,425048,450,53489,110,131046,0,0,0,0
Afwyking,-354898,-27,-209552,-9,7643,-45,-98811,-149,-13316,-32,-40862,224,358446,0,0
Afwyking %,-17,-14,-15,-39,15,-20,-23,-33,-25,-29,-31,0,0,0,0
7,LICHTENBURG - 133,Opgegradeer 19981999
Huidige jaar,840349,86,526442,11,63018,107,203181,726,42518,29,5190,56,110795,124305,35301
Vorige jaar,1187222,116,697957,25,113472,134,297862,706,38668,57,39262,78,141749,159259,56109
Afwyking,-346873,-30,-171515,-14,-50454,-27,-94681,20,3850,-28,-34072,-22,-30954,-34954,-20808
Afwyking %,-29,-26,-25,-56,-44,-20,-32,3,10,-49,-87,-28,-22,-22,-37
Doelwit,1279261,151,732854,44,127089,169,333605,827,43309,79,42404,0,0,0,0
Afwyking,-438912,-65,-206412,-33,-64071,-62,-130424,-101,-791,-50,-37214,56,110795,0,0
Afwyking %,-34,-43,-28,-75,-50,-37,-39,-12,-2,-63,-88,0,0,0,0
8,ZEERUST - 291
Huidige jaar,693524,70,471842,5,31343,86,178898,220,15566,28,-4125,65,99919,135517,40497
Vorige jaar,644315,81,463150,1,2967,88,152520,333,21699,41,3980,75,112791,121945,45226
Afwyking,49208,-11,8691,4,28376,-2,26379,-113,-6133,-13,-8105,-10,-12872,13572,-4729
Afwyking %,8,-14,2,400,956,-2,17,-34,-28,-32,-204,-13,-11,11,-10
Doelwit,689057,115,486308,6,3323,116,170824,523,24304,56,4298,0,0,0,0
Afwyking,4467,-45,-14466,-1,28019,-30,8075,-303,-8738,-28,-8423,65,99919,0,0
Afwyking %,1,-39,-3,-17,843,-26,5,-58,-36,-50,-196,0,0,0,0
Afwyking %,1,-39,-3,-17,843,-26,5,-58,-36,-50,-196,0,0,0,0
Huidige jaar,25076217,2651,17470762,326,1361864,2958,4685505,4652,460036,1289,1098051,1704,2966770,3904911,1121538
Vorige jaar,24294857,2764,17651551,219,795211,2934,4509485,4721,415154,1161,923456,1590,2612756,3519666,1128946
Afwyking,781361,-113,-180789,107,566653,24,176020,-69,44882,128,174595,114,354014,385245,-7408
Afwyking %,3,-4,-1,49,71,1,4,-1,11,11,19,7,14,11,-1
Doelwit,25937696,3312,18534125,328,890634,3536,5050625,5660,464976,1357,997335,0,0,0,0
Afwyking,-861479,-661,-1063363,-2,471230,-578,-365121,-1008,-4940,-68,100716,1704,2966770,0,0
Afwyking %,-3,-20,-6,-1,53,-16,-7,-18,-1,-5,10,0,0,0,0
1,PRETORIA DIENS - 545
Huidige jaar,4213064,529,2963085,36,259765,435,793823,173,32455,174,163935,91,221869,1197086,92919
Vorige jaar,4730138,631,3281911,26,148418,601,1058377,240,39114,254,202317,104,194138,1168602,83719
Afwyking,-517074,-102,-318826,10,111347,-166,-264554,-67,-6659,-80,-38382,-13,27731,28484,9199
Afwyking %,-11,-16,-10,38,75,-28,-25,-28,-17,-31,-19,-13,14,2,11
Doelwit,5059929,642,3446010,46,166228,596,1185382,349,43807,292,218502,0,0,0,0
Afwyking,-846865,-113,-482925,-10,93537,-161,-391559,-176,-11351,-118,-54567,91,221869,0,0
Afwyking %,-17,-18,-14,-22,56,-27,-33,-50,-26,-40,-25,0,0,0,0
2,PRETORIA-OOS - 547
Huidige jaar,4119467,391,2911119,69,162160,647,814800,58,8093,204,223295,49,108182,364905,31204
Vorige jaar,3765476,379,2565545,56,199786,601,797978,84,9400,185,192768,11,77216,268516,7568
Afwyking,353990,12,345574,13,-37625,46,16822,-26,-1307,19,30527,38,30966,96390,23636
Afwyking %,9,3,13,23,-19,8,2,-31,-14,10,16,345,40,36,312
Doelwit,4030034,444,2693824,91,223760,721,893733,53,10527,227,208189,0,0,0,0
Afwyking,89433,-53,217294,-22,-61600,-74,-78933,5,-2434,-23,15106,49,108182,0,0
Afwyking %,2,-12,8,-24,-28,-10,-9,9,-23,-10,7,0,0,0,0
3,SOSHANGUVE - 205,Opgegradeer 19971998
Huidige jaar,3419083,274,2616656,13,80603,235,673530,230,23637,171,24658,225,365099,503481,168086
Vorige jaar,3419394,313,2600187,25,135894,278,678680,153,16537,7,-11904,255,458804,477883,186345
Afwyking,-311,-39,16470,-12,-55291,-43,-5151,77,7100,164,36562,-30,-93705,25598,-18258
Afwyking %,0,-12,1,-48,-41,-15,-1,50,43,2343,-307,-12,-20,5,-10
Doelwit,3648186,318,2730196,23,152200,275,760123,113,18523,155,-12856,0,0,0,0
Afwyking,-229103,-44,-113540,-10,-71597,-40,-86593,117,5114,16,37514,225,365099,0,0
Afwyking %,-6,-14,-4,-43,-47,-15,-11,104,28,10,0,0,0,0,0
4,PRETORIA NOORD - 490
Huidige jaar,3411722,268,2464022,44,124362,377,651214,197,23015,196,149110,41,72470,287328,41725
Vorige jaar,3265746,281,2314386,44,124763,395,655951,150,16498,205,154147,55,85575,223880,55513
Afwyking,145977,-13,149635,0,-401,-18,-4738,47,6517,-9,-5037,-14,-13105,63448,-13788
Afwyking %,4,-5,6,0,0,-5,-1,31,40,-4,-3,-25,-15,28,-25
Doelwit,3489460,336,2430104,47,139735,467,734666,200,18477,258,166479,0,0,0,0
Afwyking,-77738,-68,33917,-3,-15373,-90,-83453,-3,4538,-62,-17369,41,72470,0,0
Afwyking %,-2,-20,1,-6,-11,-19,-11,-2,25,-24,-10,0,0,0,0
5,MIDDELBURG TVL - 144
Huidige jaar,2747968,276,1973388,31,99357,339,464394,363,62819,138,148010,38,88763,383850,22595
Vorige jaar,3302490,421,2532608,41,108824,466,474375,314,49787,134,136898,50,113693,362568,30183
Afwyking,-554522,-145,-559220,-10,-9467,-127,-9980,49,13032,4,11112,-12,-24931,21281,-7588
Afwyking %,-17,-34,-22,-24,-9,-27,-2,16,26,3,8,-24,-22,6,-25
Doelwit,3522187,436,2659239,30,128034,485,531300,360,55763,183,147851,0,0,0,0
Afwyking,-774219,-160,-685852,1,-28677,-146,-66906,3,7057,-45,159,38,88763,0,0
Afwyking %,-22,-37,-26,3,-22,-30,-13,1,13,-25,0,0,0,0,0
6,TEMBA - 107
Huidige jaar,2502212,211,1908553,9,53997,187,499236,123,12505,139,27920,299,470928,387100,185137
Vorige jaar,2358525,213,1812207,8,58239,184,463258,120,12991,79,11828,317,488497,357879,149222
Afwyking,143687,-2,96345,1,-4242,3,35978,3,-486,60,16091,-18,-17569,29222,35915
Afwyking %,6,-1,5,13,-7,2,8,3,-4,76,136,-6,-4,8,24
Doelwit,2514221,197,1902819,11,65228,180,518849,255,14550,140,12775,0,0,0,0
Afwyking,-12009,14,5733,-2,-11230,7,-19613,-132,-2045,-1,15144,299,470928,0,0
Afwyking %,0,7,0,-18,-17,4,-4,-52,-14,-1,119,0,0,0,0
7,MAMELODI - 495
Huidige jaar,2288827,193,1650887,12,63381,165,493702,162,26125,122,54732,433,655738,322498,247967
Vorige jaar,1997505,193,1465941,14,100839,162,363665,300,26368,115,40691,420,724563,284290,270683
Afwyking,291323,0,184946,-2,-37458,3,130037,-138,-243,7,14042,13,-68825,38209,-22715
Afwyking %,15,0,13,-14,-37,2,36,-46,-1,6,35,3,-9,13,-8
Doelwit,2132962,251,1539239,5,112941,206,407303,161,29533,144,43946,0,0,0,0
Afwyking,155865,-58,111648,7,-49560,-41,86399,1,-3408,-22,10786,433,655738,0,0
Afwyking %,7,-23,7,140,-44,-20,21,1,-12,-15,25,0,0,0,0
8,CENTURION - 58
Huidige jaar,2168888,215,1546728,7,26832,336,450518,83,12310,129,132501,35,83812,164277,27156
Vorige jaar,1294310,144,970416,13,30962,221,199836,37,4196,91,88899,0,0,70560,0
Afwyking,874578,71,576311,-6,-4130,115,250682,46,8113,38,43601,35,83812,93717,27156
Afwyking %,68,49,59,-46,-13,52,125,124,193,42,49,0,0,133,0
Doelwit,1378145,96,1018939,9,34677,145,223816,13,4702,58,96011,0,0,0,0
Afwyking,790743,119,527789,-2,-7846,191,226702,70,7608,71,36490,35,83812,0,0
Afwyking %,57,124,52,-22,-23,132,101,538,162,122,38,0,0,0,0
9,WITBANK - 267
Huidige jaar,1822444,199,1302520,17,84996,288,311320,287,46583,86,77025,428,680102,245438,310988
Vorige jaar,1993457,196,1389411,14,62885,295,429151,340,48463,86,63548,177,337431,249078,123361
Afwyking,-171013,3,-86890,3,22111,-7,-117831,-53,-1880,0,13477,251,342671,-3640,187627
Afwyking %,-9,2,-6,21,35,-2,-27,-16,-4,0,21,142,102,-1,152
Doelwit,2132868,217,1458882,16,70430,303,480648,298,54276,84,68632,0,0,0,0
Afwyking,-310424,-18,-156361,1,14566,-15,-169328,-11,-7693,2,8393,428,680102,0,0
Afwyking %,-15,-8,-11,6,21,-5,-35,-4,-14,2,12,0,0,0,0
10,PRETORIA MOOT - 480
Huidige jaar,1523449,172,1160366,21,47881,263,222781,76,8484,118,83937,117,231851,123504,96876
Vorige jaar,1533380,183,1116194,23,74804,259,249086,83,8262,114,85034,45,106528,118969,34823
Afwyking,-9931,-11,44172,-2,-26924,4,-26304,-7,222,4,-1097,72,125324,4535,62053
Afwyking %,-1,-6,4,-9,-36,2,-11,-8,3,4,-1,160,118,4,178
Doelwit,1635852,176,1172006,33,83779,248,278977,104,9252,123,91837,0,0,0,0
Afwyking,-112403,-4,-11640,-12,-35899,15,-56196,-28,-768,-5,-7900,117,231851,0,0
Afwyking %,-7,-2,-1,-36,-43,6,-20,-27,-8,-4,-9,0,0,0,0
11,PTA KLIENTE DIENS - 444
Huidige jaar,1066766,74,718571,18,92567,76,219465,1,333,53,35830,527,830372,50603,373050
Vorige jaar,1133112,79,747847,13,97733,79,245895,3,833,59,40803,468,804697,62200,366224
Afwyking,-66346,-5,-29276,5,-5166,-3,-26430,-2,-500,-6,-4973,59,25675,-11598,6826
Afwyking %,-6,-6,-4,38,-5,-4,-11,-67,-60,-10,-12,13,3,-19,2
Doelwit,1215106,67,785240,8,109461,64,275402,4,934,57,44068,0,0,0,0
Afwyking,-148340,7,-66670,10,-16894,12,-55938,-3,-601,-4,-8238,527,830372,0,0
Afwyking %,-12,10,-8,125,-15,19,-20,-75,-64,-7,-19,0,0,0,0
12,BRONKHORSTSPRUIT 1 - 22,Opgegradeer 19971998
Huidige jaar,1058607,89,801568,2,14551,98,186627,108,17129,62,38732,0,0,100449,735
Vorige jaar,1037824,97,812545,2,19933,111,146585,105,21740,62,37020,0,0,163919,1378
Afwyking,20782,-8,-10978,0,-5382,-13,40042,3,-4611,0,1712,0,0,-63469,-643
Afwyking %,2,-8,-1,0,-27,-12,27,3,-21,0,5,0,0,-39,-47
Doelwit,1104007,91,853173,0,22326,92,164176,102,24350,35,39982,0,0,0,0
Afwyking,-45400,-2,-51606,2,-7775,6,22451,6,-7221,27,-1250,0,0,0,0
Afwyking %,-4,-2,-6,0,-35,7,14,6,-30,77,-3,0,0,0,0
Afwyking %,-4,-2,-6,0,-35,7,14,6,-30,77,-3,0,0,0,0
Huidige jaar,30342497,2891,22017461,279,1110452,3446,5781410,1861,273490,1592,1159685,2283,3809186,4130519,1598440
Vorige jaar,29831357,3130,21609199,279,1163081,3652,5762837,1929,254191,1391,1042049,1902,3391142,3808343,1309020
Afwyking,511140,-239,408262,0,-52629,-206,18573,-68,19299,201,117636,381,418044,322176,289420
Afwyking %,2,-8,2,0,-5,-6,0,-4,8,14,11,20,12,8,22
Doelwit,31862958,3271,22689673,319,1308800,3782,6454376,2012,284693,1756,1125416,0,0,0,0
Afwyking,-1520461,-380,-672212,-40,-198348,-336,-672967,-151,-11203,-164,34269,2283,3809186,0,0
Afwyking %,-5,-12,-3,-13,-15,-9,-10,-8,-4,-9,3,0,0,0,0
1,PIETERSBURG - 188,Opgegradeer 19992000
Huidige jaar,8201152,635,5352265,83,462035,641,1708428,1659,156561,410,521862,391,763562,1239330,317084
Vorige jaar,7161364,589,4586231,78,416056,617,1537222,1642,156273,379,465581,340,648071,976328,276507
Afwyking,1039788,46,766034,5,45979,24,171206,17,288,31,56281,51,115491,263002,40577
Afwyking %,15,8,17,6,11,4,11,1,0,8,12,15,18,27,15
Doelwit,7681066,683,4815543,80,465982,671,1721689,1342,175025,460,502829,0,0,0,0
